link,holiday,title,author,rating,reviews,kindle price,paperback price,hardcover price,Reading age,Print length,Language,Grade level,Dimensions,Publisher,Publication date,ISBN-10,ISBN-13,Lexile measure,File size,Page Flip,Word Wise,Enhanced typesetting
https://www.amazon.com/gp/product/1442494468/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1442494468&linkCode=as2&tag=thedsponit02-20&linkId=JY7YTTNXGCQ6OAWH,Christmas,Olivia Helps with Christmas (Classic Board Books),"Ian Falconer  (Author, Illustrator)",4.8,548,6.99,5.69,13.99,3 - 7 years,40 pages,English,Preschool - 2,6.25 x 1.1 x 8.25 inches,Atheneum Books for Young Readers,"October 1, 2013",9781442494466,978-1442494466,AD410L,,,,
https://www.amazon.com/gp/product/054776054X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=054776054X&linkCode=as2&tag=thedsponit02-20&linkId=RWUSA5Q6SNPKHEIZ,Christmas,"Merry Christmas, Curious George","H. A. Rey  (Author) Catherine Hapka (Author), Mary O'Keefe Young  (Illustrator)",4.9,640,4.49,5.99,8.98,4 - 8 years,32 pages,English,Preschool - Kindergarten,10 x 0.13 x 10 inches,HMH Books for Young Readers,"October 9, 2006",054776054X,978-0547760544,AD540L,,,,
https://www.amazon.com/gp/product/0670011614/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0670011614&linkCode=as2&tag=thedsponit02-20&linkId=IYOK7DFGIN2225KH,Christmas,Llama Llama Holiday Drama,Anna Dewdney  (Author),4.8,1426,10.99,8.38,10.68,2 - 5 years,40 pages,English,,10.38 x 0.38 x 10.56 inches,Viking Books for Young Readers,"October 19, 2010",0670011614,978-0670011612,,,,,
https://www.amazon.com/gp/product/0061235903/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0061235903&linkCode=as2&tag=thedsponit02-20&linkId=ZLEP2CS6VVNLKAMV,Christmas,Splendiferous Christmas (Fancy Nancy),Jane O'Connor  (Author) Robin Preiss Glasser (Illustrator),4.9,1034,1.99,10.32,10.29,4 - 8 years,32 pages,English,Preschool - 2,9 x 0.38 x 11 inches,HarperCollins,"August 23, 2011",0061235903,978-0061235900,AD540L,,,,
https://www.amazon.com/gp/product/054514311X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=054514311X&linkCode=as2&tag=thedsponit02-20&linkId=FXLIZ7HDCVSAPQ5D,Christmas,"It's Christmas, David! (David Books [Shannon])","David Shannon  (Author, Illustrator)",4.8,946,10.99,11.49,17.72,3 - 7 years,32 pages,English,Preschool - 3,8.75 x 0.75 x 11 inches,The Blue Sky Press,"September 1, 2010",054514311X,978-0545143110,AD300L,,,,
https://www.amazon.com/Here-Comes-Santa-Deborah-Underwood/dp/0425287955?keywords=Here+Comes+Santa%E2%80%99s+Cat+by+Debra+Underwood&qid=1638299661&sr=8-1&linkCode=li3&tag=thedsponit02-20&linkId=341069c0d4f7ca8e7603bf0c758ff225&language=en_US&ref_=as_li_ss_il,Christmas,Here Comes Santa Cat,Deborah Underwood  (Author) Claudia Rueda  (Illustrator),4.7,105,8.99,7.99,4.24,3 - 5 years,88 pages,English,,8 x 0.27 x 7 inches,Puffin Books,"October 4, 2016",0425287955,978-0425287958,450L,,,,
https://www.amazon.com/Crayons-Christmas-Drew-Daywalt/dp/0525515747?keywords=Christmas+Farm+by+Mary+Lyn+Ray&qid=1638299924&sr=8-11&linkCode=li3&tag=thedsponit02-20&linkId=8f24042bab6597ac5254efea61fc919b&language=en_US&ref_=as_li_ss_il,Christmas,The Crayons' Christmas,Drew Daywalt  (Author) Oliver Jeffers (Illustrator),4.8,3285,,,12.6,3 - 7 years,52 pages,English,Preschool - 2,9.31 x 0.71 x 8.06 inches,Penguin Workshop,"October 15, 2019",0525515747,978-0525515746,580L,,,,
https://www.amazon.com/Construction-Christmas-Sherri-Duskey-Rinker/dp/1452139113?keywords=Construction+Site+on+Christmas+Night+by+Sherri+Duskey+Rinker&qid=1638301362&s=books&sr=1-1&linkCode=li3&tag=thedsponit02-20&linkId=58967bc0e0541314b87ff1fc2856b8ce&language=en_US&ref_=as_li_ss_il,Christmas,"Construction Site on Christmas Night: (Christmas Book for Kids, Children's Book, Holiday Picture Book) (Goodnight, Goodnight Construction Site)",Sherri Duskey Rinker  (Author) AG Ford  (Illustrator),4.9,5431,0.0,,8.49,3 - 5 years,40 pages,English,Preschool - Kindergarten,9.95 x 0.45 x 10.4 inches,Chronicle Books,"October 16, 2018",9781452139111,978-1452139111,AD590L,,,,
https://www.amazon.com/gp/product/0307989135/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0307989135&linkCode=as2&tag=thedsponit02-20&linkId=MVTPLSZWJH7CXOEA,Christmas,The Christmas Story,Jane Werner Watson  (Author) Eloise Wilkin (Illustrator),4.8,2141,3.99,9.49,3.98,2 - 5 years,24 pages,English,,6.63 x 0.19 x 8 inches,Golden Books,"January 1, 1999",0307989135,978-0307989130,,,,,
https://www.amazon.com/gp/product/0375839232/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0375839232&linkCode=as2&tag=thedsponit02-20&linkId=HN4M644IG7VGM7FS,Christmas,The Animals' Christmas Eve (Little Golden Book),Gale Wiersum  (Author) Alexandra Steele-Morgan (Illustrator),4.8,371,4.99,,3.98,2 - 5 years,24 pages,English,,6.63 x 0.19 x 8.06 inches,Golden Books,"August 14, 2007",0375839232,978-0375839238,,,,,
https://www.amazon.com/gp/product/1400071755/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1400071755&linkCode=as2&tag=thedsponit02-20&linkId=IOQXZADY2V36MUGT,Christmas,God Gave Us Christmas (God Gave Us Series),Lisa Tawn Bergren  (Author) David Hohn  (Illustrator),4.9,2367,6.99,6.99,9.89,3 - 7 years,40 pages,English,Preschool - 2,9 x 0.3 x 9 inches,WaterBrook,"October 10, 2006",1400071755,978-1400071753,,,,,
https://www.amazon.com/gp/product/141692518X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=141692518X&linkCode=as2&tag=thedsponit02-20&linkId=4WUVOUMCK3D3JEF2,Christmas,Room for a Little One: A Christmas Tale,Martin Waddell  (Author) Jason Cockcroft  (Illustrator),4.8,1114,,7.59,10.25,2 - 8 years,32 pages,English,Preschool - 3,8 x 0.4 x 8.9 inches,Margaret K. McElderry Books,"October 3, 2006",141692518X,978-1416925187,,,,,
https://www.amazon.com/gp/product/1400323991/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1400323991&linkCode=as2&tag=thedsponit02-20&linkId=MGB6Q3SDAOWG5HED,Christmas,God Bless Our Christmas (A God Bless Book),"Hannah Hall (Author), Steve Whitlow (Illustrator)",4.9,146,4.49,8.98,28.24,Baby - 4 years,20 pages,English,,8 x 0.69 x 8 inches,Thomas Nelson,"October 14, 2014",1400323991,978-1400323999,AD480L,,,,
https://www.amazon.com/gp/product/1589255968/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1589255968&linkCode=as2&tag=thedsponit02-20&linkId=DH723ZWXDXSRMSXI,Christmas,A Christmas Prayer,Tiger Tales  (Author) Sanja Rescek  (Illustrator),4.9,12,,3.68,21.75,2 - 5 years,22 pages,English,,8 x 0.75 x 8.06 inches,Tiger Tales,"September 2, 2014",1589255968,978-1589255968,AD550L,,,,
https://www.amazon.com/gp/product/0849914809/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0849914809&linkCode=as2&tag=thedsponit02-20&linkId=UJWZOOGXK43JGGKD,Christmas,The Parable Series: The Pine Tree Parable,Liz Curtis Higgs  (Author),4.8,189,5.49,2.52,7.99,3 - 7 years,36 pages,English,1 - 2,8.25 x 0.3 x 8.25 inches,Thomas Nelson,"August 1, 1997",9780849914805,978-0849914805,,,,,
https://www.amazon.com/gp/product/0805075569/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0805075569&linkCode=as2&tag=thedsponit02-20&linkId=LJ6RWPSRWHARFLFK,Christmas,This Is the Stable,Cynthia Cotten  (Author) Delana Bettoli (Illustrator),4.7,143,7.99,7.85,32.2,4 - 8 years,32 pages,English,Preschool - 3,8.4 x 0.4 x 9.24 inches,Henry Holt and Co. (BYR),"November 14, 2006",9780805075564,978-0805075564,AD720L,,,,
https://www.amazon.com/gp/product/B001UPRE3A/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=B001UPRE3A&linkCode=as2&tag=thedsponit02-20&linkId=7NZLQ7LIZIQ6RZ4W,Christmas,Who Is Coming to Our House? (Board Book),Joseph Slate Ashley Wolff (Author),4.8,777,,6.99,8.31,1 - 3 years,,English,,,Putnam Pub Group,"January 1, 2001",0399234101,978-0399234101,,,,,
https://www.amazon.com/Animals-Speak-Christmas-Eve-Legend/dp/1506466435?keywords=christmas+books+for+2021&qid=1638301614&rnid=2941120011&s=books&sr=1-14&linkCode=li3&tag=thedsponit02-20&linkId=831a708d5b470a3a02b7fa638b4e0b38&language=en_US&ref_=as_li_ss_il,Christmas,The Animals Speak: A Christmas Eve Legend,Marion Dane Bauer  (Author) Brittany Baugus (Illustrator),5.0,8,12.99,,16.65,3 - 8 years,32 pages,English,Preschool - 3,9 x 0.5 x 11.25 inches,Beaming Books,"October 5, 2021",1506466435,978-1506466439,,,,,
https://www.amazon.com/gp/product/1416950494/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1416950494&linkCode=as2&tag=thedsponit02-20&linkId=CEUB6DRMMS3HQIWJ,Christmas,Mortimer's Christmas Manger,Karma Wilson  (Author) Jane Chapman  (Illustrator),4.9,762,8.99,123.71,7.42,2 - 8 years,40 pages,English,Preschool - 3,8 x 0.4 x 8 inches,Margaret K. McElderry Books,"October 2, 2007",1416950494,978-1416950493,,,,,
https://www.amazon.com/Silent-Night-Lara-Hawthorne/dp/1786030667?pd_rd_w=1YPLP&pf_rd_p=0a3ad226-8a77-4898-9a99-63ffeb1aef90&pf_rd_r=JCRR2C2AXQBG6WKSP0J9&pd_rd_r=a8b327f8-8ebf-4b55-bdb0-afc269378258&pd_rd_wg=B3gbQ&pd_rd_i=1786030667&psc=1&linkCode=li3&tag=thedsponit02-20&linkId=6c321ec77918c3d1fa19b28a0caeb1b4&language=en_US&ref_=as_li_ss_il,Christmas,Silent Night (The Christmas Choir),Lara Hawthorne  (Author),4.9,306,7.78,,8.19,3 - 6 years,32 pages,English,Preschool - 1,8.75 x 0.38 x 10.88 inches,Frances Lincoln Children's Books,"October 11, 2018",1786030667,978-1786030665,,,,,
https://www.amazon.com/gp/product/1481444255/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1481444255&linkCode=as2&tag=thedsponit02-20&linkId=A25J2UT55V4PWLRZ,Christmas,The Christmas Baby (Classic Board Books),Marion Dane Bauer  (Author) Richard Cowdrey  (Illustrator),4.7,715,6.99,6.79,14.21,2 - 4 years,34 pages,English,Preschool and up,6 x 0.9 x 6 inches,Little Simon,"September 22, 2015",1481444255,978-1481444255,AD460L,,,,
https://www.amazon.com/gp/product/0824918452/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0824918452&linkCode=as2&tag=thedsponit02-20&linkId=GWSVVTJHCL6PV6IH,Christmas,The Story of Christmas,Patricia A. Pingry  (Author),4.7,265,,6.06,5.95,2 - 5 years,22 pages,English,Preschool - Kindergarten,5.25 x 0.65 x 6.2 inches,WorthyKids,"August 25, 2010",0824918452,978-0824918453,,,,,
https://www.amazon.com/gp/product/0694012270/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0694012270&linkCode=as2&tag=thedsponit02-20&linkId=4NZR5SBSOOGSMAPL,Christmas,Christmas in the Manger,Nola Buck  (Author) Felicia Bond (Illustrator),4.8,4083,,6.28,,Baby - 4 years,16 pages,English,,6.39 x 0.38 x 6.41 inches,HarperFestival,"October 22, 1998",0694012270,978-0694012275,,,,,
https://www.amazon.com/gp/product/1589255534/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1589255534&linkCode=as2&tag=thedsponit02-20&linkId=6WVB6VTR73XF2PLA,Christmas,Is it Christmas Yet?,"Jane Chapman  (Author, Illustrator)",4.7,283,,8.08,25.59,2 - 5 years,22 pages,English,,8 x 0.77 x 7.94 inches,Tiger Tales,"September 1, 2015",1589255534,978-1589255531,AD480L,,,,
https://www.amazon.com/gp/product/0448490099/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0448490099&linkCode=as2&tag=thedsponit02-20&linkId=MVNOITSJNSV6CD7Z,Christmas,The Very Hungry Caterpillar's Christmas 123 (The World of Eric Carle),"Eric Carle  (Author, Illustrator)",4.7,137,,8.08,,Baby - 2 years,18 pages,English,,7 x 0.56 x 7 inches,World of Eric Carle,"October 13, 2015",0448490099,978-0448490090,,,,,
https://www.amazon.com/gp/product/0399173145/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0399173145&linkCode=as2&tag=thedsponit02-20&linkId=S7BW472RA7ZJEAIC,Christmas,Dream Snow,"Eric Carle  (Author, Illustrator)",4.7,1497,,15.56,18.76,Baby - 3 years,22 pages,English,,7.06 x 0.75 x 7 inches,World of Eric Carle,"October 13, 2015",0399173145,978-0399173141,AD510L,,,,
https://www.amazon.com/gp/product/1481448374/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1481448374&linkCode=as2&tag=thedsponit02-20&linkId=2QV6NVBSKJBC42J2,Christmas,The Itsy Bitsy Snowman,Jeffrey Burton  (Author) Sanja Rescek (Illustrator),4.8,1233,4.99,5.65,,2 - 4 years,16 pages,English,Preschool and up,5.5 x 0.7 x 5.5 inches,Little Simon,"September 22, 2015",1481448374,978-1481448376,AD570L,,,,
https://www.amazon.com/gp/product/1585369187/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1585369187&linkCode=as2&tag=thedsponit02-20&linkId=EY3G33JBXJ4O6P3L,Christmas,Grandma's Christmas Wish,Helen Foster James  (Author) Petra Brown (Illustrator),4.8,80,0.0,8.99,15.99,Baby - 6 years,32 pages,English,Preschool - 1,10.3 x 0.4 x 10.3 inches,Sleeping Bear Press,"September 1, 2015",1585369187,978-1585369188,,,,,
https://www.amazon.com/gp/product/0312518986/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0312518986&linkCode=as2&tag=thedsponit02-20&linkId=D6HPHZQURFB3NTT5,Christmas,Lift-the-Flap Tab: Santa's Workshop (Lift-the-Flap Tab Books),Roger Priddy (Author),4.7,176,,8.99,,2 - 4 years,16 pages,English,,8.21 x 0.59 x 8.29 inches,Priddy Books US,"September 8, 2015",0312518986,978-0312518981,,,,,
https://www.amazon.com/gp/product/0310708915/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0310708915&linkCode=as2&tag=thedsponit02-20&linkId=AJLVO5E2O5O3ZXGV,Christmas,J Is for Jesus: The Sweetest Story Ever Told,Crystal Bowman  (Author) Claudine Gevry (Illustrator),4.7,155,,,,2 - 5 years,20 pages,English,1 - 2,8.5 x 0.47 x 10.98 inches,Zonderkidz,"September 4, 2005",0310708915,978-0310708919,,,,,
https://www.amazon.com/gp/product/0061978655/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0061978655&linkCode=as2&tag=thedsponit02-20&linkId=OT4UN7TX6TGPKXXT,Christmas,Splat the Cat: Christmas Countdown,"Rob Scotton  (Author, Illustrator)",4.7,332,0.0,2.03,17.99,Baby - 4 years,12 pages,English,Preschool and up,7 x 0.75 x 7.25 inches,HarperFestival,"October 6, 2015",0061978655,978-0061978654,,,,,
https://www.amazon.com/gp/product/031250652X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=031250652X&linkCode=as2&tag=thedsponit02-20&linkId=OP6LZBBD2QZ3LTBH,Christmas,Merry Christmas (Bright Baby Touch and Feel),Roger Priddy  (Author),4.5,773,0.0,4.95,,1 - 3 years,10 pages,English,,4.8 x 0.6 x 5.92 inches,Priddy Books US,"September 15, 2009",031250652X,978-0312506520,,,,,
https://www.amazon.com/gp/product/0316070033/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0316070033&linkCode=as2&tag=thedsponit02-20&linkId=FVNDZX4PE6XWDFSU,Christmas,"Merry Christmas, Little One! (Padded Cloth Covers with Lift-the-Flaps)",Sandra Magsamen  (Author),4.3,80,,7.99,8.0,3 years and up,10 pages,English,Preschool and up,7.33 x 0.65 x 7.5 inches,LB Kids,"October 5, 2010",0316070033,978-0316070034,,,,,
https://www.amazon.com/gp/product/1416971459/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1416971459&linkCode=as2&tag=thedsponit02-20&linkId=PBQ2AZUTL7R4ISQ2,Christmas,Where Is Baby's Christmas Present?: A Lift-the-Flap Book (Karen Katz Lift-the-Flap Books),"Karen Katz  (Author, Illustrator)",4.8,470,,6.98,,1 - 4 years,14 pages,English,Preschool and up,6.63 x 0.4 x 7.38 inches,Little Simon,"October 6, 2009",1416971459,978-1416971450,,,,,
https://www.amazon.com/gp/product/1465409300/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1465409300&linkCode=as2&tag=thedsponit02-20&linkId=YTYMYGZBGCB6MFWT,Christmas,Pop-Up Peekaboo! Christmas,DK (Author),4.7,662,,7.49,28.31,Baby - 3 years,12 pages,English,Preschool and up,8.54 x 1.04 x 8.5 inches,DK Children,"August 19, 2013",1465409300,978-1465409300,,,,,
https://www.amazon.com/gp/product/0756605024/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0756605024&linkCode=as2&tag=thedsponit02-20&linkId=WB5DSOXVORS5DA5J,Christmas,My First Christmas Board Book (My 1st Board Books),DK Publishing  (Author),4.5,30,,5.37,29.49,2 - 3 years,36 pages,English,,4.75 x 0.82 x 5.94 inches,DK Children,"September 18, 2006",0756605024,978-0756605025,,,,,
https://www.amazon.com/gp/product/075666683X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=075666683X&linkCode=as2&tag=thedsponit02-20&linkId=NDOLQUPVPJGUY355,Christmas,Baby Touch and Feel: Christmas (BABY TOUCH & FEEL),DK Publishing (Author),4.6,359,,11.65,,5 years and up,14 pages,English,Preschool and up,5.45 x 1.1 x 5.45 inches,DK Children,"August 30, 2010",075666683X,978-0756666835,,,,,
https://www.amazon.com/gp/product/0375871128/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0375871128&linkCode=as2&tag=thedsponit02-20&linkId=PXKULL32FM4LUUI7,Christmas,"Duck & Goose, It's Time for Christmas! (Oversized Board Book)","Tad Hills  (Author, Illustrator)",4.7,663,6.99,9.39,19.98,Baby - 3 years,22 pages,English,,9.5 x 0.57 x 10.5 inches,Schwartz & Wade,"September 13, 2011",0375871128,978-0375871122,AD260L,,,,
https://www.amazon.com/gp/product/1859859216/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1859859216&linkCode=as2&tag=thedsponit02-20&linkId=2BDHK2O3QLYAIUJ7,Christmas,The Nativity Story (Candle Bible for Kids),Juliet David  (Author) Jo Parry (Illustrator),4.4,342,3.03,,,3 - 5 years,12 pages,English,Preschool - Kindergarten,4.96 x 0.3 x 4.96 inches,Candle Books,"September 23, 2011",9781859859216,978-1859859216,,,,,
https://www.amazon.com/gp/product/0794431984/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0794431984&linkCode=as2&tag=thedsponit02-20&linkId=JCSSRCFEIZFR5CXC,Christmas,Fisher-Price Little People: The Story of Christmas (Boardbooks - Board Book),Fisher-Price  (Author),4.7,150,,14.92,28.43,2 - 5 years,10 pages,English,Preschool - Kindergarten,5.5 x 0.3 x 7 inches,Studio Fun International,"September 30, 2014",0794431984,978-0794431983,510,,,,
https://www.amazon.com/gp/product/9966153594/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=9966153594&linkCode=as2&tag=thedsponit-20&linkId=J5WJB5GRSHIIMPSP,Christmas,A Kenyan Christmas: 2nd Edition (Akinyi and Friends),"Aunty Kiko (Author), Moses Wanjuki (Illustrator)",4.0,4,,9.25,,,30 pages,English,,8.5 x 0.08 x 8.5 inches,,"October 23, 2014",9966153594,978-9966153593,,,,,
https://www.amazon.com/gp/product/0152001212/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0152001212&linkCode=as2&tag=thedsponit-20&linkId=T3EXTV3YRRDLUXNG,Christmas,Night Tree,Eve Bunting  (Author) Ted Rand (Illustrator),4.8,741,,4.99,,4 - 7 years,32 pages,English,Preschool - 3,10.94 x 8.47 x 0.15 inches,Clarion Books,"October 31, 1994",0152001212,978-0152001216,AD690L,,,,
https://amzn.to/2RoDDGY,New Years,The Night Before New Year's,Natasha Wing  (Author) Amy Wummer (Illustrator),4.8,599,4.99,4.99,,3 - 5 years,32 pages,English,,8.02 x 0.11 x 8 inches,Grosset & Dunlap,"November 25, 2009",044845212X,978-0448452128,AD730L,,,,
https://amzn.to/2qr5vPF,New Years,P. Bear's New Year's Party: A Counting Book,"Owen Paul Lewis (Author), Paul Owen Lewis  (Illustrator)",4.5,15,,2.99,21.0,2 - 4 years,32 pages,English,,8.5 x 0.5 x 8.5 inches,Tricycle Pr,"February 1, 1999",1582460027,978-1582460024,,,,,
https://amzn.to/38eCwjc,New Years,Freedom Soup,Tami Charles  (Author) Jacqueline Alcántara (Illustrator),4.9,213,5.99,14.99,14.49,5 - 9 years,32 pages,English,Kindergarten - 4,9.37 x 0.36 x 11 inches,Candlewick,"December 10, 2019",0763689777,978-0763689773,,,,,
https://amzn.to/2rXgtN6,New Years,Shante Keys and the New Year's Peas,Gail Piernas-Davenport  (Author) Marion Eldridge (Illustrator),4.8,230,5.99,7.99,,4 - 8 years,32 pages,English,Preschool - 3,10.75 x 0.1 x 8.5 inches,Albert Whitman & Company,"October 1, 2017",0807573310,978-0807573310,,,,,
https://amzn.to/38eIWii,New Years,"Happy New Year, Everywhere",Arlene Erlbach  (Author),5.0,4,,135.78,,5 - 10 years,48 pages,English,3 - 4,11.24 x 0.41 x 8.64 inches,Millbrook Press,"July 29, 2000",0761317074,978-0761317074,,,,,
https://amzn.to/2LrjIDc,New Years,Every Month Is a New Year: Celebrations Around the World,"Marilyn Singer (Author), Susan L. Roth (Illustrator)",4.4,30,,,18.79,7 - 10 years,48 pages,English,2 - 3,9.5 x 0.4 x 11.2 inches,Lee & Low Books,"May 15, 2018",1620141620,978-1620141625,,,,,
https://amzn.to/2LrbwCZ,New Years,I Need a New Butt!,Dawn McMillan  (Author) Ross Kinnaird (Author),4.7,16684,5.2,13.52,,6 - 10 years,32 pages,English,1 - 5,8.21 x 0.29 x 11.17 inches,Dover Publications,"August 20, 2014",0486787990,978-0486787992,,,,,
https://amzn.to/2DOHvZV,New Years,Whistle for Willie,Ezra Jack Keats  (Author),4.9,1008,7.99,7.99,17.99,Baby - 2 years,32 pages,English,,5.81 x 0.82 x 5.38 inches,Viking Books for Young Readers,"May 1, 1998",0670880469,978-0670880461,AD490L,,,,
https://amzn.to/38dmN3w,New Years,After the Fall (How Humpty Dumpty Got Back Up Again),"Dan Santat  (Author, Illustrator)",4.8,3103,10.99,13.19,9.99,4 - 8 years,40 pages,English,,8.85 x 0.49 x 11.33 inches,Roaring Brook Press,"October 3, 2017",1626726825,978-1626726826,AD550L,,,,
https://amzn.to/2YmqiQJ,New Years,Squirrel's New Year's Resolution,Pat Miller  (Author) Kathi Ember (Illustrator),4.8,716,5.99,6.7,33.96,4 - 8 years,32 pages,English,Preschool - 3,8 x 0.3 x 10 inches,Albert Whitman & Company,"October 1, 2017",0807575925,978-0807575925,AD520L,,,,
